WPNo;StepNo;ONo;OPos;Description;OpNo;NextStepNo;FirstStep;ErrorStepNo;NewPNo;PlannedStart;PlannedEnd;Start;End;OPNoType;ResourceID;TransportTime;ErrorStep;ElectricEnergyCalc;ElectricEnergyReal;CompressedAirCalc;CompressedAirReal;FreeString;StaffId;ErrorRetVal;Active
10;10;2084;103;manual boxing;502;0;1;0;0;2023-10-16 17:25:25;2023-10-16 17:25:25;2023-10-16 17:29:56;2023-10-16 17:37:35;1;11;0;0;0;0;0;0;;0;0;1
10;10;2084;104;manual boxing;502;0;1;0;0;2023-10-16 17:25:25;2023-10-16 17:25:25;2023-10-16 17:29:56;2023-10-16 17:37:35;1;11;0;0;0;0;0;0;;0;0;1
5000;10;2085;1;release a part on stopper 1;212;20;1;0;0;2023-10-16 17:43:16;2023-10-16 17:43:36;2023-10-16 17:43:26;2023-10-16 17:43:45;1;1;0;0;0;0;0;0;;0;0;1
5000;10;2085;2;release a part on stopper 1;212;20;1;0;0;2023-10-16 17:43:36;2023-10-16 17:43:56;2023-10-16 17:43:57;2023-10-16 17:44:17;1;1;0;0;0;0;0;0;;0;0;1
5000;10;2085;3;release a part on stopper 1;212;20;1;0;0;2023-10-16 17:43:56;2023-10-16 17:44:16;2023-10-16 17:44:20;2023-10-16 17:44:37;1;1;0;0;0;0;0;0;;0;0;1
5000;10;2085;4;release a part on stopper 1;212;20;1;0;0;2023-10-16 17:44:16;2023-10-16 17:44:36;2023-10-16 17:44:40;2023-10-16 17:44:56;1;1;0;0;0;0;0;0;;0;0;1
2;10;2086;1;Start: check buffer state and avaialbel orders order;1109;20;1;0;0;2023-10-16 17:44:36;2023-10-16 17:44:36;2023-10-16 17:44:36;2023-10-16 17:44:36;1;0;0;0;0;0;0;0;SELECT IF((#Parameter1 + #Parameter2)<=2, 1, 0) as ReturnValue;0;0;1
10;10;2086;101;manual boxing;502;0;1;0;0;2023-10-16 17:43:39;2023-10-16 17:43:39;2023-10-16 17:51:08;2023-10-16 17:51:09;1;11;0;0;0;0;0;0;;0;0;1
10;10;2086;102;manual boxing;502;0;1;0;0;2023-10-16 17:43:39;2023-10-16 17:43:39;2023-10-16 17:51:08;2023-10-16 17:51:09;1;11;0;0;0;0;0;0;;0;0;1
10;10;2086;103;manual boxing;502;0;1;0;0;2023-10-16 17:43:39;2023-10-16 17:43:39;2023-10-16 17:51:08;2023-10-16 17:51:09;1;11;0;0;0;0;0;0;;0;0;1
10;10;2086;104;manual boxing;502;0;1;0;0;2023-10-16 17:43:39;2023-10-16 17:43:39;2023-10-16 17:51:08;2023-10-16 17:51:09;1;11;0;0;0;0;0;0;;0;0;1
5001;10;2087;1;release a part on stopper 1;212;20;1;0;0;2023-10-16 17:57:44;2023-10-16 17:58:04;2023-10-16 17:58:01;2023-10-16 17:58:20;1;1;0;0;0;0;0;0;;0;0;1
5001;10;2087;2;release a part on stopper 1;212;20;1;0;0;2023-10-16 17:58:04;2023-10-16 17:58:24;2023-10-16 17:58:23;2023-10-16 17:58:42;1;1;0;0;0;0;0;0;;0;0;1
5001;10;2087;3;release a part on stopper 1;212;20;1;0;0;2023-10-16 17:58:24;2023-10-16 17:58:44;2023-10-16 17:58:45;2023-10-16 17:59:04;1;1;0;0;0;0;0;0;;0;0;1
5001;10;2087;4;release a part on stopper 1;212;20;1;0;0;2023-10-16 17:58:44;2023-10-16 17:59:04;2023-10-16 17:59:07;2023-10-16 17:59:27;1;1;0;0;0;0;0;0;;0;0;1
3;10;2088;1;Start: check buffer state and avaialbel orders order;1109;20;1;0;0;2023-10-16 17:59:04;2023-10-16 17:59:04;2023-10-16 17:59:04;2023-10-16 17:59:04;1;0;0;0;0;0;0;0;SELECT IF((#Parameter1 + #Parameter2)<=2, 1, 0) as ReturnValue;0;0;1
5001;10;2089;1;release a part on stopper 1;212;20;1;0;0;2023-10-16 18:04:50;2023-10-16 18:04:52;2023-10-16 18:05:25;2023-10-16 18:05:45;1;1;0;0;0;0;0;0;;0;0;1
5001;10;2089;2;release a part on stopper 1;212;20;1;0;0;2023-10-16 18:04:52;2023-10-16 18:04:54;2023-10-16 18:05:48;2023-10-16 18:06:08;1;1;0;0;0;0;0;0;;0;0;1
5001;10;2089;3;release a part on stopper 1;212;20;1;0;0;2023-10-16 18:04:54;2023-10-16 18:04:56;2023-10-16 18:06:11;2023-10-16 18:06:28;1;1;0;0;0;0;0;0;;0;0;1
5001;10;2089;4;release a part on stopper 1;212;20;1;0;0;2023-10-16 18:04:56;2023-10-16 18:04:58;2023-10-16 18:06:31;2023-10-16 18:06:47;1;1;0;0;0;0;0;0;;0;0;1
3;10;2090;1;Start: check buffer state and avaialbel orders order;1109;20;1;0;0;2023-10-16 18:04:58;2023-10-16 18:04:58;2023-10-16 18:05:07;2023-10-16 18:05:07;1;0;0;0;0;0;0;0;SELECT IF((#Parameter1 + #Parameter2)<=2, 1, 0) as ReturnValue;0;0;1
1;10;2091;1;Start: check buffer state and avaialbel orders order;1109;20;1;0;0;2023-10-16 18:11:36;2023-10-16 18:11:36;2023-10-16 18:13:05;2023-10-16 18:13:05;1;0;0;0;0;0;0;0;SELECT IF((#Parameter1 + #Parameter2)<=2, 1, 0) as ReturnValue;0;0;1
9;10;2091;101;release a part on stopper 1;212;20;1;0;0;2023-10-16 18:12:47;2023-10-16 18:13:07;2023-10-16 18:18:46;2023-10-16 18:19:02;1;1;0;0;0;0;0;0;;0;0;1
9;10;2091;102;release a part on stopper 1;212;20;1;0;0;2023-10-16 18:11:57;2023-10-16 18:12:17;2023-10-16 18:18:07;2023-10-16 18:18:25;1;1;0;0;0;0;0;0;;0;0;1
9;10;2091;103;release a part on stopper 1;212;20;1;0;0;2023-10-16 18:12:17;2023-10-16 18:12:37;2023-10-16 18:18:28;2023-10-16 18:18:44;1;1;0;0;0;0;0;0;;0;0;1
9;10;2091;104;release a part on stopper 1;212;20;1;0;0;2023-10-16 18:13:04;2023-10-16 18:13:04;2023-10-16 18:19:05;2023-10-16 18:19:21;1;1;0;0;0;0;0;0;;0;0;1
9000;10;2093;1;service;1030;0;1;0;0;2023-10-17 08:03:37;2023-10-17 08:03:37;2023-10-17 08:04:09;2023-10-17 08:04:22;1;0;0;0;0;0;0;0;;0;0;1
214;10;2094;1;release a part on stopper 1;212;20;1;0;0;2023-10-17 16:24:18;2023-10-17 16:24:38;2023-10-17 16:24:36;2023-10-17 16:24:54;1;1;0;0;0;0;0;0;;0;0;1
214;10;2094;2;release a part on stopper 1;212;20;1;0;0;2023-10-17 16:24:38;2023-10-17 16:24:58;2023-10-17 16:24:57;2023-10-17 16:25:12;1;1;0;0;0;0;0;0;;0;0;1
214;10;2094;3;release a part on stopper 1;212;20;1;0;0;2023-10-17 16:24:58;2023-10-17 16:25:18;2023-10-17 16:25:15;2023-10-17 16:25:30;1;1;0;0;0;0;0;0;;0;0;1
