WPNo;StepNo;ONo;OPos;ParameterNo;Parameter;ParameterType
9000;10;2063;1;2;20044;2
9000;10;2063;1;3;M;2
9000;10;2063;1;4;5;2
9000;10;2063;1;5;1;2
9000;10;2063;1;6;Festo Condition Monitoring;2
9000;10;2063;1;7;Ggb;2
9000;10;2063;1;8;0;2
9000;10;2064;1;1;2;2
9000;10;2064;1;2;20044;2
9000;10;2064;1;3;M;2
9000;10;2064;1;4;5;2
9000;10;2064;1;5;1;2
9000;10;2064;1;6;Festo Condition Monitoring;2
9000;10;2064;1;7;Ggb;2
9000;10;2064;1;8;0;2
9000;10;2065;1;1;0;2
9000;10;2065;1;2;20047;2
9000;10;2065;1;3;M;2
9000;10;2065;1;4;5;2
9000;10;2065;1;5;1;2
9000;10;2065;1;6;Festo Energy Monitoring;2
9000;10;2065;1;7;Ggb;2
9000;10;2065;1;8;0;2
9000;10;2073;1;1;0;2
9000;10;2073;1;2;20047;2
9000;10;2073;1;3;M;2
9000;10;2073;1;4;10;2
9000;10;2073;1;5;1;2
9000;10;2073;1;6;Festo Energy Monitoring;2
9000;10;2073;1;7;ggb;2
9000;10;2073;1;8;0;2
5000;10;2074;1;1;1;4
5000;10;2074;1;2;90;1
5000;10;2074;1;3;25;1
5000;10;2074;2;1;2;4
5000;10;2074;2;2;90;1
5000;10;2074;2;3;25;1
5000;10;2074;3;1;3;4
5000;10;2074;3;2;90;1
5000;10;2074;3;3;25;1
2;10;2076;1;1;0;4
2;10;2076;1;2;1;4
10;10;2076;101;1;28;1
10;10;2076;101;2;310;2
10;10;2076;102;1;28;1
10;10;2076;102;2;310;2
10;10;2076;103;1;28;1
10;10;2076;103;2;310;2
5000;10;2077;1;1;5;4
5000;10;2077;1;2;90;1
5000;10;2077;1;3;25;1
5000;10;2077;2;1;6;4
5000;10;2077;2;2;90;1
5000;10;2077;2;3;25;1
5000;10;2077;3;1;7;4
5000;10;2077;3;2;90;1
5000;10;2077;3;3;25;1
2;10;2078;1;1;0;4
2;10;2078;1;2;1;4
10;10;2078;101;1;28;1
10;10;2078;101;2;310;2
10;10;2078;102;1;28;1
10;10;2078;102;2;310;2
10;10;2078;103;1;28;1
10;10;2078;103;2;310;2
5000;10;2079;1;1;8;4
5000;10;2079;1;2;90;1
5000;10;2079;1;3;25;1
5000;10;2079;2;1;9;4
5000;10;2079;2;2;90;1
5000;10;2079;2;3;25;1
5000;10;2079;3;1;10;4
5000;10;2079;3;2;90;1
5000;10;2079;3;3;25;1
2;10;2080;1;1;0;4
2;10;2080;1;2;1;4
10;10;2080;101;1;28;1
10;10;2080;101;2;210;2
10;10;2080;102;1;28;1
10;10;2080;102;2;310;2
10;10;2080;103;1;28;1
10;10;2080;103;2;510;2
6000;10;2082;1;1;28;2
6000;10;2082;1;2;2;2
6000;10;2082;1;3;2;4
6000;10;2082;1;4;9, 0, 0;1
5000;10;2083;1;1;11;4
5000;10;2083;1;2;90;1
5000;10;2083;1;3;25;1
5000;10;2083;2;1;12;4
5000;10;2083;2;2;90;1
5000;10;2083;2;3;25;1
5000;10;2083;3;1;13;4
5000;10;2083;3;2;90;1
5000;10;2083;3;3;25;1
5000;10;2083;4;1;14;4
5000;10;2083;4;2;90;1
5000;10;2083;4;3;25;1
2;10;2084;1;1;0;4
2;10;2084;1;2;1;4
10;10;2084;101;1;28;1
10;10;2084;101;2;410;2
10;10;2084;102;1;28;1
10;10;2084;102;2;410;2
10;10;2084;103;1;28;1
10;10;2084;103;2;410;2
10;10;2084;104;1;28;1
10;10;2084;104;2;410;2
5000;10;2085;1;1;15;4
5000;10;2085;1;2;90;1
5000;10;2085;1;3;25;1
5000;10;2085;2;1;16;4
5000;10;2085;2;2;90;1
5000;10;2085;2;3;25;1
5000;10;2085;3;1;17;4
5000;10;2085;3;2;90;1
5000;10;2085;3;3;25;1
5000;10;2085;4;1;18;4
5000;10;2085;4;2;90;1
5000;10;2085;4;3;25;1
2;10;2086;1;1;1;4
2;10;2086;1;2;1;4
10;10;2086;101;1;28;1
10;10;2086;101;2;410;2
10;10;2086;102;1;28;1
10;10;2086;102;2;410;2
10;10;2086;103;1;28;1
10;10;2086;103;2;410;2
10;10;2086;104;1;28;1
10;10;2086;104;2;410;2
5001;10;2087;1;1;10;4
5001;10;2087;1;2;90;1
5001;10;2087;1;3;410;2
5001;10;2087;2;1;11;4
5001;10;2087;2;2;90;1
5001;10;2087;2;3;410;2
5001;10;2087;3;1;12;4
5001;10;2087;3;2;90;1
5001;10;2087;3;3;410;2
5001;10;2087;4;1;13;4
5001;10;2087;4;2;90;1
5001;10;2087;4;3;410;2
3;10;2088;1;1;0;4
3;10;2088;1;2;1;4
5001;10;2089;1;1;14;4
5001;10;2089;1;2;90;1
5001;10;2089;1;3;410;2
5001;10;2089;2;1;16;4
5001;10;2089;2;2;90;1
5001;10;2089;2;3;410;2
5001;10;2089;3;1;17;4
5001;10;2089;3;2;90;1
5001;10;2089;3;3;410;2
5001;10;2089;4;1;18;4
5001;10;2089;4;2;90;1
5001;10;2089;4;3;410;2
3;10;2090;1;1;1;4
3;10;2090;1;2;1;4
1;10;2091;1;1;1;4
1;10;2091;1;2;1;4
9;10;2091;101;1;3;4
9;10;2091;101;2;90;1
9;10;2091;101;3;310;2
9;10;2091;102;1;1;4
9;10;2091;102;2;90;1
9;10;2091;102;3;310;2
9;10;2091;103;1;2;4
9;10;2091;103;2;90;1
9;10;2091;103;3;310;2
9;10;2091;104;1;4;4
9;10;2091;104;2;90;1
9;10;2091;104;3;310;2
9000;10;2093;1;1;2;2
9000;10;2093;1;2;20044;2
9000;10;2093;1;3;M;2
9000;10;2093;1;4;5;2
9000;10;2093;1;5;1;2
9000;10;2093;1;6;Festo Condition Monitoring;2
9000;10;2093;1;7;Ggb;2
9000;10;2093;1;8;0;2
214;10;2094;1;1;1;4
214;10;2094;1;2;90;1
214;10;2094;1;3;110;1
214;10;2094;2;1;2;4
214;10;2094;2;2;90;1
214;10;2094;2;3;110;1
214;10;2094;3;1;3;4
214;10;2094;3;2;90;1
214;10;2094;3;3;110;1
214;10;2094;4;1;4;4
214;10;2094;4;2;90;1
214;10;2094;4;3;110;1
1214;10;2095;1;1;1;4
1214;10;2095;1;2;91;1
1214;10;2095;1;3;214;1
1214;10;2095;2;1;2;4
1214;10;2095;2;2;91;1
1214;10;2095;2;3;214;1
1214;10;2095;3;1;3;4
1214;10;2095;3;2;91;1
1214;10;2095;3;3;214;1
1214;10;2095;4;1;4;4
1214;10;2095;4;2;91;1
1214;10;2095;4;3;214;1
6000;10;2096;1;1;28;1
6000;10;2096;1;2;4;2
6000;10;2096;1;3;4;4
6000;10;2096;1;4;9, 0, 0;1
6002;10;2097;1;1;110;2
6002;10;2097;1;2;110;2
6002;10;2097;1;3;110;2
6002;10;2097;1;4;110;2
6002;10;2097;1;5;110;2
6002;10;2097;1;6;110;2
6002;10;2097;1;7;0;2
6002;10;2097;1;8;0;2
10;10;2097;101;1;28;1
10;10;2097;101;2;110;2
10;10;2097;102;1;28;1
10;10;2097;102;2;110;2
10;10;2097;103;1;28;1
10;10;2097;103;2;110;2
10;10;2097;104;1;28;1
10;10;2097;104;2;110;2
10;10;2097;105;1;28;1
10;10;2097;105;2;110;2
10;10;2097;106;1;28;1
10;10;2097;106;2;110;2
4;10;2098;1;1;27;1
4;10;2098;1;2;0;2
4;10;2098;1;3;3;4
4;10;2098;1;4;9;1
5000;10;2099;1;1;9;4
5000;10;2099;1;2;90;1
5000;10;2099;1;3;25;1
5000;10;2099;2;1;10;4
5000;10;2099;2;2;90;1
5000;10;2099;2;3;25;1
5000;10;2099;3;1;11;4
5000;10;2099;3;2;90;1
5000;10;2099;3;3;25;1
2;10;2100;1;1;0;4
2;10;2100;1;2;1;4
10;10;2100;101;1;28;1
10;10;2100;101;2;110;2
10;10;2100;102;1;28;1
10;10;2100;102;2;110;2
10;10;2100;103;1;28;1
10;10;2100;103;2;110;2
2000;10;2101;1;1;5;4
2000;10;2101;1;2;91;1
2000;10;2101;1;3;109;2
2000;10;2101;2;1;6;4
2000;10;2101;2;2;91;1
2000;10;2101;2;3;109;2
2;10;2102;1;1;0;4
2;10;2102;1;2;1;4
10;10;2102;101;1;28;1
10;10;2102;101;2;114;2
10;10;2102;102;1;28;1
10;10;2102;102;2;114;2
3;10;2103;1;1;0;4
3;10;2103;1;2;2;4
214;10;2106;1;1;7;4
214;10;2106;1;2;91;1
214;10;2106;1;3;110;2
214;10;2106;2;1;8;4
214;10;2106;2;2;91;1
214;10;2106;2;3;110;2
214;10;2106;3;1;9;4
214;10;2106;3;2;91;1
214;10;2106;3;3;110;2
214;10;2106;4;1;10;4
214;10;2106;4;2;91;1
214;10;2106;4;3;110;2
1214;10;2107;1;1;1;4
1214;10;2107;1;2;91;1
1214;10;2107;1;3;214;1
1214;10;2107;2;1;2;4
1214;10;2107;2;2;91;1
1214;10;2107;2;3;214;1
1214;10;2107;3;1;9;4
1214;10;2107;3;2;91;1
1214;10;2107;3;3;214;1
1214;10;2107;4;1;10;4
1214;10;2107;4;2;91;1
1214;10;2107;4;3;214;1
4;10;2108;1;1;27;1
4;10;2108;1;2;0;2
4;10;2108;1;3;3;4
4;10;2108;1;4;9;1
5001;10;2109;1;1;1;4
5001;10;2109;1;2;90;1
5001;10;2109;1;3;1214;2
5001;10;2109;2;1;2;4
5001;10;2109;2;2;90;1
5001;10;2109;2;3;1214;2
5001;10;2109;3;1;3;4
5001;10;2109;3;2;90;1
5001;10;2109;3;3;1214;2
5001;10;2109;4;1;4;4
5001;10;2109;4;2;90;1
5001;10;2109;4;3;1214;2
3;10;2110;1;1;0;4
3;10;2110;1;2;1;4
6002;10;2111;1;1;114;3
6002;10;2111;1;2;114;2
6002;10;2111;1;3;114;2
6002;10;2111;1;4;114;2
6002;10;2111;1;5;0;2
6002;10;2111;1;6;0;2
6002;10;2111;1;7;0;2
6002;10;2111;1;8;0;2
10;10;2111;101;1;28;1
10;10;2111;101;2;114;2
10;10;2111;102;1;28;1
10;10;2111;102;2;114;2
10;10;2111;103;1;28;1
10;10;2111;103;2;114;2
10;10;2111;104;1;28;1
10;10;2111;104;2;114;2
214;10;2112;1;1;11;4
214;10;2112;1;2;91;1
214;10;2112;1;3;110;2
214;10;2112;2;1;4;4
214;10;2112;2;2;91;1
214;10;2112;2;3;110;2
2000;10;2113;1;1;17;4
2000;10;2113;1;2;91;1
2000;10;2113;1;3;107;2
2000;10;2113;2;1;18;4
2000;10;2113;2;2;91;1
2000;10;2113;2;3;107;2
3;10;2115;1;1;0;4
3;10;2115;1;2;2;4
2;10;2116;1;1;1;4
2;10;2116;1;2;1;4
10;10;2116;101;1;28;1
10;10;2116;101;2;114;2
10;10;2116;102;1;28;1
10;10;2116;102;2;114;2
5001;10;2117;1;1;2;4
5001;10;2117;1;2;91;1
5001;10;2117;1;3;1214;2
5001;10;2117;2;1;3;4
5001;10;2117;2;2;91;1
5001;10;2117;2;3;1214;2
5001;10;2117;3;1;9;4
5001;10;2117;3;2;91;1
5001;10;2117;3;3;1214;2
5001;10;2117;4;1;10;4
5001;10;2117;4;2;91;1
5001;10;2117;4;3;1214;2
5001;10;2117;5;1;4;4
5001;10;2117;5;2;91;1
5001;10;2117;5;3;214;2
5001;10;2117;6;1;11;4
5001;10;2117;6;2;91;1
5001;10;2117;6;3;214;2
3;10;2118;1;1;0;4
3;10;2118;1;2;1;4
5000;10;2119;1;1;1;4
5000;10;2119;1;2;91;1
5000;10;2119;1;3;25;1
5000;10;2119;2;1;5;4
5000;10;2119;2;2;91;1
5000;10;2119;2;3;25;1
5000;10;2119;3;1;2;4
5000;10;2119;3;2;91;1
5000;10;2119;3;3;25;1
2;10;2120;1;1;1;4
2;10;2120;1;2;1;4
10;10;2120;101;1;28;1
10;10;2120;101;2;109;2
10;10;2120;102;1;28;1
